	Sample	Feature	ExpressionGene
0	BA2409	Bone Marrow Aspirate	7.88494695067266
1	BA2496	Bone Marrow Aspirate	8.3156761580726
2	BA3037	Bone Marrow Aspirate	9.1755941413251
3	BA2865	Bone Marrow Aspirate	9.53484314535953
4	BA2751	Leukapheresis	9.13897207935234
5	BA2286	Bone Marrow Aspirate	9.51078302100883
6	BA2488	Bone Marrow Aspirate	7.91111348596979
7	BA3379	Bone Marrow Aspirate	9.31328611186612
8	BA2887	Bone Marrow Aspirate	9.06304565250042
9	BA2712	Peripheral Blood	7.82549928808227
10	BA2068	Bone Marrow Aspirate	8.67821802831458
11	BA2104	Peripheral Blood	6.91599118004167
12	BA3124	Bone Marrow Aspirate	8.84307877151568
13	BA2449	Bone Marrow Aspirate	9.52036350053221
14	BA2235	Bone Marrow Aspirate	8.83362186336888
15	BA3038	Bone Marrow Aspirate	7.73462168625585
16	BA3006	Peripheral Blood	9.15245565249128
17	BA2667	Bone Marrow Aspirate	9.13720994130471
18	BA2239	Bone Marrow Aspirate	8.17428733914348
19	BA2782	Bone Marrow Aspirate	7.59101188148724
20	BA2649	Bone Marrow Aspirate	9.2429894144776
21	BA2861	Bone Marrow Aspirate	9.11460476788528
22	BA2134	Peripheral Blood	8.30037965468589
23	BA2909	Bone Marrow Aspirate	7.83704881770087
24	BA2653	Peripheral Blood	8.41556616709075
25	BA2947	Peripheral Blood	9.91920628125652
26	BA2162	Peripheral Blood	8.85577669200061
27	BA2564	Peripheral Blood	8.74800571415782
28	BA2597	Peripheral Blood	8.13547459853116
29	BA3243	Bone Marrow Aspirate	8.84307877151568
30	BA2446	Bone Marrow Aspirate	8.33784249776874
31	BA2525	Peripheral Blood	8.34456564828853
32	BA2876	Peripheral Blood	8.61151153389318
33	BA2357	Bone Marrow Aspirate	8.95777690896205
34	BA2546	Bone Marrow Aspirate	8.0301567645062
35	BA2742	Leukapheresis	7.87584460904621
36	BA2316	Bone Marrow Aspirate	8.22855584188171
37	BA2087	Peripheral Blood	9.10147698629206
38	BA2148	Peripheral Blood	7.95609226155088
39	BA3178	Peripheral Blood	8.76897254396233
40	BA2072	Bone Marrow Aspirate	8.41135949860071
41	BA2733	Peripheral Blood	8.96458579397726
42	BA2995	Bone Marrow Aspirate	8.45209623715645
43	BA2069	Bone Marrow Aspirate	8.46185834013681
44	BA2681	Bone Marrow Aspirate	9.52517542791568
45	BA2832	Peripheral Blood	8.18813169577028
46	BA2600	Peripheral Blood	9.2429894144776
47	BA3230	Peripheral Blood	8.78108213178214
48	BA2731	Peripheral Blood	8.46185834013681
49	BA2294	Bone Marrow Aspirate	9.25517667754352
50	BA2816	Bone Marrow Aspirate	9.14863087419242
51	BA2814	Peripheral Blood	7.63755645913212
52	BA2631	Bone Marrow Aspirate	9.3561004357089
53	BA2023	Bone Marrow Aspirate	8.3311533449718
54	BA2375	Peripheral Blood	8.84941498844258
55	BA2485	Bone Marrow Aspirate	8.78899864293157
56	BA2455	Peripheral Blood	8.3156761580726
57	BA2636	Peripheral Blood	9.10713869224013
58	BA2325	Peripheral Blood	7.29687122589928
59	BA2156	Bone Marrow Aspirate	9.48238177689826
60	BA2511	Peripheral Blood	8.46430959418229
61	BA2505	Peripheral Blood	9.09230819306279
62	BA2871	Peripheral Blood	8.66689198102969
63	BA2227	Bone Marrow Aspirate	9.42251934116338
64	BA2812	Peripheral Blood	8.81487669872437
65	BA2125	Bone Marrow Aspirate	7.76334677298606
66	BA2603	Bone Marrow Aspirate	8.99558616821901
67	BA2808	Peripheral Blood	8.70112769787832
68	BA2482	Bone Marrow Aspirate	9.04501990946176
69	BA2594	Bone Marrow Aspirate	8.42798766039968
70	BA2747	Peripheral Blood	9.35176787188011
71	BA2561	Bone Marrow Aspirate	9.09970659968869
72	BA2567	Peripheral Blood	7.54085820588458
73	BA2906	Peripheral Blood	8.80250309714617
74	BA2956	Peripheral Blood	8.11104544817006
75	BA2474	Bone Marrow Aspirate	9.08127310626888
76	BA2737	Peripheral Blood	8.02685700006077
77	BA2110	Bone Marrow Aspirate	7.71347289714959
78	BA2992	Bone Marrow Aspirate	9.18338030789918
79	BA2220	Bone Marrow Aspirate	9.00955709168753
80	BA2063	Peripheral Blood	8.34232080533324
81	BA2772	Peripheral Blood	9.42251934116338
82	BA2935	Peripheral Blood	8.55029123602985
83	BA2260	Peripheral Blood	8.75098362594822
84	BA2948	Peripheral Blood	7.55189787670547
85	BA3296	Bone Marrow Aspirate	7.05061628699762
86	BA2524	Peripheral Blood	9.2592593958878
87	BA2811	Bone Marrow Aspirate	8.83676787171411
88	BA2540	Bone Marrow Aspirate	8.86857724833819
89	BA2928	Peripheral Blood	8.7214605815193
90	BA2302	Peripheral Blood	9.38234175781362
91	BA2651	Bone Marrow Aspirate	9.17948259034573
92	BA2619	Peripheral Blood	7.88191833711993
93	BA3013	Bone Marrow Aspirate	9.54457000922792
94	BA2405	Peripheral Blood	9.64008823387741
95	BA2856	Peripheral Blood	7.56206988956539
96	BA2377	Bone Marrow Aspirate	8.74389874448259
97	BA2499	Peripheral Blood	9.66095938066438
98	BA3023	Peripheral Blood	9.17948259034573
99	BA2095	Peripheral Blood	9.13342062895717
100	BA2275	Bone Marrow Aspirate	6.9401836518602
101	BA2901	Bone Marrow Aspirate	8.51425498508966
102	BA2387	Bone Marrow Aspirate	8.68106286594684
103	BA2962	Bone Marrow Aspirate	9.73079295605488
104	BA2195	Peripheral Blood	8.69249597847146
105	BA2688	Peripheral Blood	8.77262692606308
106	BA2420	Bone Marrow Aspirate	9.09970659968869
107	BA2053	Peripheral Blood	9.16784487350203
108	BA2081	Bone Marrow Aspirate	9.00255657247606
109	BA2354	Bone Marrow Aspirate	9.30238239860393
110	BA3273	Peripheral Blood	7.24904224136933
111	BA2893	Bone Marrow Aspirate	9.50601427714714
112	BA2044	Bone Marrow Aspirate	8.43758065182973
113	BA2489	Bone Marrow Aspirate	9.15628939970288
114	BA2908	Bone Marrow Aspirate	9.83621907237271
115	BA2054	Bone Marrow Aspirate	8.54508752883457
116	BA2872	Bone Marrow Aspirate	8.00271116464237
117	BA2041	Bone Marrow Aspirate	9.02011485988608
118	BA2464	Bone Marrow Aspirate	9.07395764638915
119	BA2902	Bone Marrow Aspirate	8.82734862624236
120	BA2541	Bone Marrow Aspirate	9.18338030789918
121	BA2843	Bone Marrow Aspirate	8.88148184246882
122	BA2497	Bone Marrow Aspirate	8.09067732991193
123	BA2718	Bone Marrow Aspirate	8.61151153389318
124	BA2575	Bone Marrow Aspirate	7.3614587281193
125	BA2593	Leukapheresis	10.3090915070605
126	BA2791	Bone Marrow Aspirate	9.14481502348153
127	BA2620	Bone Marrow Aspirate	8.61695773628636
128	BA2629	Bone Marrow Aspirate	9.4000752436972
129	BA2870	Bone Marrow Aspirate	9.26745559419095
130	BA2682	Peripheral Blood	9.14863087419242
131	BA2276	Bone Marrow Aspirate	8.91090509269608
132	BA2709	Bone Marrow Aspirate	8.81177412986094
133	BA2789	Bone Marrow Aspirate	9.36480042798147
134	BA2538	Peripheral Blood	8.40429460371975
135	BA2583	Bone Marrow Aspirate	9.44070228005406
136	BA2806	Peripheral Blood	9.01306871894599
137	BA2441	Peripheral Blood	7.40108920011618
138	BA2514	Bone Marrow Aspirate	8.62153057515291
139	BA2520	Peripheral Blood	9.08127310626888
140	BA2479	Peripheral Blood	8.22832881693221
141	BA2281	Bone Marrow Aspirate	9.01658796485945
142	BA2932	Bone Marrow Aspirate	9.12210512882866
143	BA2123	Bone Marrow Aspirate	9.57909169555586
144	BA2844	Bone Marrow Aspirate	9.22687989289351
145	BA2660	Bone Marrow Aspirate	9.06304565250042
146	BA2836	Peripheral Blood	8.74800571415782
147	BA2714	Peripheral Blood	8.89122942781574
148	BA2440	Bone Marrow Aspirate	8.39493145233583
149	BA2036	Peripheral Blood	8.75695672842528
150	BA2828	Peripheral Blood	8.09804401257278
151	BA2952	Bone Marrow Aspirate	8.16254296358662
152	BA2410	Bone Marrow Aspirate	9.34313727945847
153	BA2139	Peripheral Blood	6.80299244523417
154	BA2051	Bone Marrow Aspirate	7.46363654414575
155	BA2532	Bone Marrow Aspirate	7.45571345371651
156	BA2494	Peripheral Blood	8.39027400222105
157	BA2748	Bone Marrow Aspirate	9.33883912107995
158	BA2622	Bone Marrow Aspirate	8.65006116973985
159	BA2970	Bone Marrow Aspirate	8.8589671548512
160	BA2839	Bone Marrow Aspirate	8.72438748273975
161	BA2868	Peripheral Blood	9.00255657247606
162	BA3011	Bone Marrow Aspirate	8.50277388292747
